(-115.862, -489.271)
(150.427, -300.731)
(435.182, -501.906)
(116.412, -64.5692)
(580.961, -258.293)
(734.514, 45.575)
(852.405, -459.491)
(898.755, -576.889)
(695.76, -751.465)
(469.421, -878.337)
(-503.83, 646.48)
(-486.576, 600.806)
(-452.067, 631.255)
(-364.779, 645.465)
(389.394, 882.616)
(-274.915, -410.221)
(-8.62586, -221.68)
(276.129, -422.855)
(-42.6409, 14.4812)
(421.908, -179.243)
(575.461, 124.625)
(686.151, -376.862)
(732.502, -494.26)
(529.507, -668.836)
(303.167, -795.708)
(433.084, -954.044)
(-389.68, 762.612)
(-327.481, 951.153)
(-787.7, -341.685)
(-502.945, -542.859)
(-821.715, -105.523)
(-357.167, -299.247)
(-203.613, 4.62125)
(-128.192, -502.298)
(-81.8415, -619.697)
(-284.837, -794.273)
(-511.176, -921.145)
(-847.49, 228.322)
(-574.107, 35.181)
(-880.146, 455.053)
(-434.149, 269.065)
(-286.728, 560.798)
(-218.055, 99.13)
(-173.636, -13.377)
(-368.173, -180.679)
(-137.647, -508.474)
(-585.082, -302.265)
(-460.578, -454.003)
(-204.987, 1085.4)
(-842.768, -155.814)
(-587.113, 25.1977)
(-313.73, -167.943)
(-619.77, 251.928)
(-173.773, 65.9408)
(-26.3509, 357.674)
(53.6179, -112.807)
(98.0372, -225.314)
(-96.4998, -392.616)
(134.026, -720.411)
(-313.409, -514.201)
(-188.905, -665.94)
(-898.652, 356.227)
(-625.268, 163.085)
(-485.311, 396.97)
(-337.889, 688.703)
(-271.437, 232.584)
(-227.017, 120.076)
(-421.554, -47.2254)
(-191.028, -375.02)
(-638.463, -168.811)
(-513.959, -320.55)
(-932.301, 362.504)
(-676.646, 543.515)
(-403.263, 350.374)
(-709.303, 770.246)
(-263.306, 584.258)
(-115.884, 875.992)
(-39.7995, 427.998)
(4.61977, 315.491)
(-189.917, 148.189)
(40.6091, -179.606)
(-406.826, 26.6031)
(-282.322, -125.136)
(-676.493, 123.14)
(-420.837, 304.151)
(-147.454, 111.01)
(-453.494, 530.882)
(-7.49688, 344.894)
(139.925, 636.627)
(227.107, 178.249)
(271.527, 65.7418)
(76.9897, -101.56)
(307.516, -429.355)
(-139.919, -223.146)
(-15.4153, -374.884)
(-681.061, 505.939)
(-425.405, 686.951)
(-152.022, 493.81)
(-458.062, 913.682)
(-12.0648, 727.694)
(135.357, 1019.43)
(222.341, 577.656)
(266.761, 465.149)
(72.2236, 297.847)
(302.75, -29.9475)
(-144.685, 176.262)
(-20.1814, 24.523)
(-17.4491, 172.797)
(114.194, 571.654)
(-158.916, 746.523)
(-206.071, 856.553)
(-196.247, 893.884)
(-538.125, 612.915)
(-378.975, 1037.32)
(-258.81, -159.729)
(-486.865, -448.096)
(-454.51, -426.421)
(-115.255, -209.675)
(-65.9375, -598.876)
(-152.264, -343.351)
(-20.6211, 55.5067)
(-293.73, 230.375)
(-340.886, 340.405)
(-331.062, 377.736)
(-672.94, 96.7679)
(-513.79, 521.168)
(-388.02, -654.42)
(-616.075, -942.786)
(-583.72, -921.112)
(-244.465, -704.366)
(-195.148, -1093.57)
(-459.755, 992.167)
(184.773, -468.536)
(316.416, -69.6784)
(43.3064, 105.19)
(-3.84921, 215.22)
(5.97475, 252.551)
(-335.903, -28.4172)
(-176.753, 395.983)
(-64.9951, -774.4)
(-293.05, -1062.77)
(-260.695, -1041.09)
(78.5601, -824.346)
(-122.594, 1005.06)
(-136.73, 872.186)
(-264.893, 838.26)
(-606.975, 658.267)
(-663.517, 603.609)
(194.403, -659.202)
(326.045, -260.345)
(52.936, -85.4762)
(5.78044, 24.5535)
(15.6044, 61.885)
(-326.273, -219.084)
(-167.123, 205.317)
(-55.7657, -957.14)
(87.7894, -1007.09)
(-113.365, 822.321)
(-127.5, 689.446)
(-255.663, 655.52)
(-514.817, 826.09)
(-597.746, 475.527)
(-654.288, 420.869)
(-1003.91, 352.076)
(214.625, -654.387)
(346.267, -255.53)
(73.1581, -80.6615)
(26.0026, 29.3682)
(35.8265, 66.6997)
(-306.051, -214.269)
(-146.901, 210.131)
(-36.3843, -952.526)
(107.171, -1002.47)
(-93.9833, 826.935)
(-108.119, 694.06)
(-236.282, 660.135)
(-495.435, 830.705)
(-578.364, 480.141)
(-634.907, 425.484)
(-984.528, 356.69)
(191.514, -673.647)
(323.156, -274.789)
(50.047, -99.9207)
(2.89142, 10.109)
(12.7154, 47.4405)
(-329.162, -233.528)
(-170.012, 190.872)
(-58.5347, -970.984)
(85.0205, -1020.93)
(-116.134, 808.477)
(-130.269, 675.602)
(-258.432, 641.676)
(-517.585, 812.246)
(-600.515, 461.683)
(-657.057, 407.025)
(-1006.68, 338.232)
(594.032, -344.314)
(725.675, 54.5436)
(452.565, 229.412)
(405.41, 339.442)
(415.234, 376.773)
(73.356, 95.8048)
(232.506, 520.205)
(-729.781, -386.766)
(327.25, -655.343)
(99.1953, -943.709)
(131.55, -922.035)
(470.805, -705.289)
(255.515, 991.244)
(127.352, 957.318)
(-214.73, 777.324)
(-271.272, 722.667)
(-620.893, 653.873)
(408.18, -842.165)
(539.823, -443.308)
(266.714, -268.439)
(219.558, -158.409)
(229.382, -121.078)
(-112.496, -402.046)
(46.6541, 22.3537)
(91.5255, 646.964)
(77.3898, 514.089)
(-50.7731, 480.164)
(-309.926, 650.734)
(-392.855, 300.17)
(-449.398, 245.512)
(-799.019, 176.719)
(-486.883, 826.856)
(-368.994, 883.836)
(140.229, 376.81)
(277.596, 793.012)
(-7.38972, 975.485)
(-56.5959, 1090.3)
(-403.09, 836.068)
(-118.002, 21.615)
(-355.544, -278.749)
(-321.843, -256.173)
(31.526, -30.4089)
(82.8953, -435.802)
(293.093, 594.038)
(430.46, 1010.24)
(-250.226, 1053.3)
(28.2431, 229.436)
(-209.3, -70.9275)
(-175.599, -48.3511)
(177.771, 177.413)
(229.14, -227.981)
(-208.442, 766.308)
(-445.985, 465.944)
(-412.284, 488.521)
(-58.9147, 714.284)
(-7.54537, 308.891)
(237.449, -908.435)
(188.242, -793.621)
(198.494, -754.666)
(-158.251, -1047.85)
(7.81957, -604.997)
(56.2394, 72.7654)
(41.5156, -65.6376)
(-91.9794, -100.975)
(-361.914, 76.6917)
(-448.294, -288.457)
(-507.188, -345.388)
(-871.355, -417.044)
(-886.187, 415.939)
(-548.919, 234.491)
(-425.904, 293.949)
(401.375, -865.191)
(352.169, -750.376)
(362.42, -711.421)
(5.67522, -1004.61)
(171.746, -561.752)
(213.068, 114.137)
(198.344, -24.2657)
(64.8487, -59.6027)
(-205.086, 118.064)
(-291.465, -247.085)
(-350.36, -304.017)
(-714.527, -375.672)
(-722.26, 459.183)
(-384.993, 277.735)
(-261.977, 337.193)
(748.714, -605.163)
(463.728, -422.69)
(414.521, -307.875)
(424.773, -268.92)
(68.0276, -562.107)
(234.098, -119.251)
(272.72, 537.477)
(257.996, 399.074)
(124.501, 363.737)
(-145.434, 541.403)
(-231.813, 176.255)
(-290.708, 119.323)
(-654.875, 47.668)
(-659.908, 901.684)
(-322.64, 720.236)
(-199.625, 779.694)
(838.848, -636.9)
(789.642, -522.086)
(799.893, -483.131)
(443.148, -776.318)
(609.219, -333.462)
(631.597, 332.542)
(616.873, 194.139)
(483.378, 158.802)
(213.443, 336.468)
(127.064, -28.6799)
(68.169, -85.6116)
(-295.998, -157.267)
(-284.788, 687.474)
(52.4799, 506.026)
(175.496, 565.483)
(907.234, -564.491)
(858.028, -449.677)
(868.279, -410.722)
(511.534, -703.909)
(677.605, -261.053)
(697.022, 401.816)
(682.298, 263.413)
(548.803, 228.076)
(278.868, 405.742)
(192.489, 40.5939)
(133.594, -16.3378)
(-230.573, -87.9932)
(-216.401, 759.883)
(120.866, 578.435)
(243.882, 637.893)
(927.591, -590.7)
(1086.74, -166.299)
(88.9421, -1044.73)
(946.075, 299.353)
(686.922, 469.923)
(603.993, 119.36)
(547.45, 64.702)
(197.829, -4.09133)
(229.992, 812.089)
(553.204, 638.203)
(671.093, 695.183)
(1063.29, -128.578)
(804.134, 41.9916)
(721.205, -308.572)
(664.662, -363.23)
(315.041, -432.023)
(352.288, 365.596)
(675.5, 191.71)
(793.389, 248.689)
(968.393, -386.633)
(954.257, -519.508)
(826.094, -553.433)
(566.941, -382.864)
(484.012, -733.427)
(427.469, -788.085)
(77.8484, -856.878)
(104.807, -77.6879)
(428.019, -251.574)
(545.908, -194.594)
(666.654, -895.212)
(483.927, -751.78)
(510.62, -94.9874)
(496.484, -227.862)
(368.321, -261.788)
(109.168, -91.2179)
(26.2387, -441.782)
(-30.3038, -496.439)
(-379.925, -565.233)
(-372.822, 226.608)
(-49.6103, 52.722)
(68.2787, 109.702)
(557.689, -319.259)
(543.553, -452.134)
(415.39, -486.06)
(156.237, -315.49)
(73.3082, -666.053)
(16.7657, -720.711)
(-332.855, -789.505)
(-323.711, -7.39181)
(-0.49918, -181.278)
(117.39, -124.298)
(8.61667, -212.251)
(307.171, -151.625)
(43.8865, -705.076)
(82.9692, -717.468)
(145.883, -707.936)
(719.733, -496.317)
(729.354, -344.094)
(519.043, -86.2349)
(-445.035, 739.464)
(-35.2716, 403.119)
(263.283, 463.745)
(-0.00181702, -89.7059)
(39.081, -102.098)
(101.995, -92.5655)
(675.845, 119.054)
(687.291, 245.678)
(476.98, 503.537)
(171.073, -894.823)
(112.552, -836.302)
(347.552, -705.543)
(557.863, -853.675)
(362.182, -544.609)
(664.847, -675.368)
(780.061, -450.427)
(-51.1461, 445.14)
(247.408, 505.766)
(-15.8763, -47.6852)
(23.2065, -60.0772)
(86.1204, -50.5448)
(659.97, 161.074)
(672.077, 285.95)
(461.766, 543.81)
(155.859, -854.55)
(97.3379, -796.029)
(332.338, -665.27)
(542.648, -813.402)
(346.968, -504.337)
(649.633, -635.095)
(764.847, -410.154)
(-82.895, 417.126)
(215.66, 477.752)
(-47.6252, -75.699)
(-8.54248, -88.091)
(54.3714, -78.5586)
(628.221, 133.061)
(641.649, 259.102)
(431.338, 516.961)
(125.431, -881.399)
(66.9096, -822.877)
(301.909, -692.119)
(512.22, -840.251)
(316.54, -531.185)
(619.204, -661.944)
(734.418, -437.002)
(-163.201, 404.053)
(135.353, 464.679)
(-127.932, -88.7721)
(-88.8488, -101.164)
(-25.9349, -91.6317)
(547.915, 119.987)
(564.683, 246.573)
(354.372, 504.432)
(48.4651, -893.928)
(-10.0561, -835.407)
(224.943, -704.648)
(435.254, -852.78)
(239.574, -543.714)
(542.239, -674.473)
(708.659, -804.317)
(657.453, -449.532)
(-911.224, 155.589)
(-599.694, 218.85)
(-874.421, -358.654)
(-833.64, -371.585)
(-767.992, -361.638)
(-169.202, -140.822)
(-120.666, 2.32641)
(-339.721, 270.907)
(-459.293, -820.818)
(-144.044, -957.014)
(-24.0395, -722.72)
(-973.638, -33.6042)
(-662.108, 29.6566)
(-896.054, -560.778)
(-830.406, -550.831)
(-231.616, -330.015)
(-180.376, -178.669)
(-399.431, 89.9113)
(-83.7495, -903.716)
(-615.732, -245.227)
(-304.202, -181.967)
(-578.929, -759.47)
(-538.148, -772.401)
(-472.5, -762.454)
(126.29, -541.638)
(162.023, -381.123)
(-57.032, -112.543)
(-207.813, 938.657)
(-167.031, 925.726)
(-101.383, 935.673)
(-20.6209, 55.5091)
(-81.5753, 116.464)
(391.774, -152.435)
(163.195, 252.659)
(382.25, 98.3677)
(178.433, 420.283)
(493.682, 284.088)
(667.021, 148.846)
(613.686, 518.382)
(741.19, 63.4401)
(587.017, -72.8292)
(771.031, -334.427)
(511.422, -291.656)
(-475.024, 749.464)
(-434.242, 736.533)
(-368.594, 746.48)
(230.196, 967.296)
(261.427, 1062.43)
(-276.254, -125.487)
(-337.209, -64.5323)
(136.141, -333.43)
(-92.4383, 71.6628)
(126.617, -82.6281)
(-77.1998, 239.288)
(238.049, 103.092)
(411.388, -32.1502)
(358.053, 337.386)
(473.98, -125.753)
(319.806, -262.022)
(503.82, -523.62)
(244.211, -480.849)
(-549.614, 67.6377)
(-610.568, 128.592)
(-137.219, -140.306)
(-365.798, 264.787)
(-146.743, 110.496)
(-350.559, 432.412)
(-35.3105, 296.217)
(138.029, 160.974)
(84.6936, 530.511)
(188.24, 76.118)
(34.0663, -60.1513)
(218.08, -321.749)
(-41.5285, -278.978)
(-440.891, 512.485)
(-400.109, 499.554)
(-334.461, 509.501)
(264.328, 730.317)
(294.08, 835.721)
(-243.6, -352.198)
(-304.555, -291.243)
(168.795, -560.141)
(-59.7844, -155.048)
(159.271, -309.339)
(-44.5459, 12.5764)
(270.703, -123.619)
(444.042, -258.861)
(390.707, 110.675)
(508.112, -362.732)
(353.939, -499.001)
(537.953, -760.599)
(278.344, -717.828)
(-800.617, 703.895)
(-201.828, 924.711)
(-151.878, 1021.69)
(-689.559, -166.226)
(-750.513, -105.272)
(-277.164, -374.17)
(-505.743, 30.9232)
(-286.688, -123.368)
(-490.505, 198.548)
(-175.256, 62.3529)
(-1.91641, -72.8898)
(-55.2515, 296.647)
(41.9564, -168.338)
(-112.217, -304.607)
(71.7965, -566.204)
(-187.812, -523.434)
(-954.703, 398.976)
(-355.913, 619.792)
(-299.287, 729.985)
(-836.968, -457.934)
(-897.922, -396.98)
(-424.573, -665.878)
(-653.152, -260.785)
(-434.097, -415.076)
(-637.914, -93.1601)
(-322.665, -229.355)
(-149.325, -364.598)
(-202.66, 4.93853)
(-112.129, -473.257)
(-266.302, -609.526)
(-82.2886, -871.124)
(-341.897, -828.353)
(-878.188, 7.50372)
(-936.709, 66.025)
(-482.255, -192.139)
(-701.71, 196.784)
(-491.399, 48.6515)
(-687.079, 357.717)
(-384.414, 226.959)
(-217.994, 97.1145)
(-269.201, 451.9)
(-185.327, 13.0209)
(-333.079, -117.573)
(-156.73, -368.275)
(-405.526, -327.286)
(-919.057, 111.019)
(-977.579, 169.541)
(-523.124, -88.6236)
(-742.579, 300.299)
(-532.268, 152.167)
(-727.949, 461.233)
(-425.284, 330.474)
(-258.864, 200.63)
(-310.07, 555.416)
(-227.971, 121.03)
(-375.723, -9.56415)
(-199.373, -260.266)
(-448.169, -219.277)
(-740.067, 264.951)
(-798.589, 323.472)
(-344.134, 65.3079)
(-563.589, 454.231)
(-353.278, 306.099)
(-548.959, 615.164)
(-246.294, 484.406)
(-79.8737, 354.562)
(-131.08, 709.347)
(-41.2118, 281.642)
(-188.964, 151.048)
(-12.6146, -99.6536)
